,cue,association,explanation,relation,WorkerId
3181,tactful,words,"when trying to be tactful, you need to choose your words carefully.",Action,7
3182,temper,valentine,"the band bullet for my valentine recorded a song called ""temper temper.""",Time,8
3183,temper,valentine,"the band bullet for my valentine recorded a song called ""temper temper.""",Action,5
3184,temptation,dessert,i think dessert is a temptation for many people.,Emotion-Evaluation,10
3185,temptation,dessert,i think dessert is a temptation for many people.,Emotion-Evaluation,9
3186,temptation,dessert,i think dessert is a temptation for many people.,Category-Exemplar-Pairs,4
3187,temptation,dessert,i think dessert is a temptation for many people.,Thematic,8
3188,temptation,dessert,i think dessert is a temptation for many people.,Emotion-Evaluation,2
3189,temptation,dessert,i think dessert is a temptation for many people.,HasProperty,5
3190,temptation,resist,people often try to resist temptation.,Action,7
3191,temptation,resist,people often try to resist temptation.,Common-Phrase,4
3192,temptation,resist,people often try to resist temptation.,Common-Phrase,5
3193,temptation,resist,people often try to resist temptation.,Common-Phrase,2
3194,thousand,million,a million comes after a thousand.,Category-Exemplar-Pairs,4
3195,thousand,million,a million comes after a thousand.,Members-of-the-same-Category,5
3196,thousand,million,a million comes after a thousand.,Members-of-the-same-Category,2
3197,thousand,money,"70 thousand of dollar money, i spend the social activity",Thematic,10
3198,thousand,money,a thousand dollars is a lot of money.,Thematic,10
3199,thousand,money,i associated thousand with money because of a thousand dollars.,Thematic,10
3200,thousand,money,"70 thousand of dollar money, i spend the social activity",Thematic,9
3201,thousand,money,a thousand dollars is a lot of money.,Thematic,9
3202,thousand,money,i associated thousand with money because of a thousand dollars.,Thematic,9
3203,thousand,money,i associated thousand with money because of a thousand dollars.,Thematic,3
3204,thousand,money,i associated thousand with money because of a thousand dollars.,Thematic,8
3205,thousand,money,i associated thousand with money because of a thousand dollars.,Category-Exemplar-Pairs,4
3206,thousand,money,a thousand dollars is a lot of money.,Thematic,8
3207,thousand,money,a thousand dollars is a lot of money.,Synonym,4
3208,thousand,money,a thousand dollars is a lot of money.,HasProperty,5
3209,thousand,money,i associated thousand with money because of a thousand dollars.,HasProperty,5
3210,thousand,money,"70 thousand of dollar money, i spend the social activity",Thematic,8
3211,thousand,money,"70 thousand of dollar money, i spend the social activity",Thematic,3
3212,thousand,money,a thousand dollars is a lot of money.,Thematic,3
3213,thousand,money,"70 thousand of dollar money, i spend the social activity",Action,5
3214,thousand,money,"70 thousand of dollar money, i spend the social activity",HasProperty,6
3215,thousand,years,a thousand years is a length of time.,Common-Phrase,4
3216,thousand,years,a thousand years is a length of time.,Common-Phrase,2
3217,thousand,years,a thousand years is a length of time.,Time,8
3218,thousand,years,a thousand years is a length of time.,Common-Phrase,5
3219,throat,sore,a sore throat is associated with colds and flu.,HasProperty,10
3220,throat,sore,a sore throat is associated with colds and flu.,HasProperty,9
3221,throat,sore,a sore throat is associated with colds and flu.,Common-Phrase,4
3222,throat,sore,a sore throat is associated with colds and flu.,HasProperty,2
3223,throat,sore,a sore throat is associated with colds and flu.,HasProperty,7
3224,tired,feel,i feel tired after a long day of work.,Result-In,7
3225,tired,feel,i feel tired after a long day of work.,Action,6
3226,tired,feel,i feel tired after a long day of work.,Common-Phrase,5
3227,tired,feel,i feel tired after a long day of work.,Emotion-Evaluation,2
3228,tired,work,he is tired after working overtime for two days.,Result-In,4
3229,tired,work,he is tired after working overtime for two days.,Result-In,5
3230,tired,work,he is tired after working overtime for two days.,Result-In,3
3231,tired,work,he is tired after working overtime for two days.,Result-In,7
3232,total,all,the total number of an object includes all of them.,PartOf,5
3233,total,all,the total number of an object includes all of them.,Synonym,6
3234,total,all,the total number of an object includes all of them.,Synonym,8
3235,total,all,the total number of an object includes all of them.,Synonym,3
3236,tradition,jimmy,"many people have the tradition at christmas time of watching ""it's a wonderful life"" with jimmy stewart.",Thematic,10
3237,tradition,jimmy,"many people have the tradition at christmas time of watching ""it's a wonderful life"" with jimmy stewart.",Thematic,9
3238,tradition,jimmy,"many people have the tradition at christmas time of watching ""it's a wonderful life"" with jimmy stewart.",Time,5
3239,tradition,jimmy,"many people have the tradition at christmas time of watching ""it's a wonderful life"" with jimmy stewart.",Thematic,4
3240,trial,verdict,a trial has the outcome of a verdict.,Result-In,10
3241,trial,verdict,a trial has the outcome of a verdict.,Result-In,9
3242,trial,verdict,a trial has the outcome of a verdict.,Has-Prerequisite,5
3243,trial,verdict,a trial has the outcome of a verdict.,Has-Prerequisite,7
3244,trial,verdict,a trial has the outcome of a verdict.,PartOf,2
3245,trial,verdict,a trial has the outcome of a verdict.,Result-In,6
3246,truth,honest,someone who tells the truth is honest.,Synonym,10
3247,truth,honest,someone who tells the truth is honest.,Synonym,9
3248,truth,honest,someone who tells the truth is honest.,Emotion-Evaluation,7
3249,truth,honest,someone who tells the truth is honest.,Has-Prerequisite,4
3250,truth,honest,someone who tells the truth is honest.,Emotion-Evaluation,3
3251,truth,honest,someone who tells the truth is honest.,Synonym,5
3252,twist,cap,you twist the cap off a bottle.,Action,5
3253,twist,cap,you twist the cap off a bottle.,Action,4
3254,twist,cap,you twist the cap off a bottle.,Action,7
3255,twist,cap,you twist the cap off a bottle.,Action,3
3256,understand,language,when someone speaks a second language they understand it.,Action,10
3257,understand,language,when someone speaks a second language they understand it.,Action,9
3258,understand,language,when someone speaks a second language they understand it.,Has-Prerequisite,4
3259,understand,language,when someone speaks a second language they understand it.,Result-In,5
3260,understand,language,when someone speaks a second language they understand it.,Action,2
3261,utilize,advantage,the basketball coach has the advantage of utilizing a very solid line up.,Thematic,10
3262,utilize,advantage,utilize or take advantage of the tools you have.,Synonym,10
3263,utilize,advantage,the basketball coach has the advantage of utilizing a very solid line up.,Result-In,9
3264,utilize,advantage,utilize or take advantage of the tools you have.,Synonym,9
3265,utilize,advantage,the team utilized their height advantage to win the game.,Action,3
3266,utilize,advantage,the basketball coach has the advantage of utilizing a very solid line up.,Action,7
3267,utilize,advantage,the basketball coach has the advantage of utilizing a very solid line up.,Has-Prerequisite,5
3268,utilize,advantage,utilize or take advantage of the tools you have.,Action,5
3269,utilize,advantage,the basketball coach has the advantage of utilizing a very solid line up.,Result-In,4
3270,utilize,advantage,utilize or take advantage of the tools you have.,Synonym,4
3271,utilize,advantage,the team utilized their height advantage to win the game.,Action,8
3272,utilize,advantage,the team utilized their height advantage to win the game.,Action,6
3273,utilize,advantage,the basketball coach has the advantage of utilizing a very solid line up.,Thematic,3
3274,utilize,advantage,utilize or take advantage of the tools you have.,Synonym,3
3275,utilize,advantage,utilize or take advantage of the tools you have.,Action,7
3276,utilize,advantage,the team utilized their height advantage to win the game.,Action,5
3277,vacancy,hotel,"if a hotel has vacancies, there are rooms available.",Thematic,10
3278,vacancy,hotel,"if a hotel has vacancies, there are rooms available.",HasProperty,9
3279,vacancy,hotel,"if a hotel has vacancies, there are rooms available.",Has-Prerequisite,5
3280,vacancy,hotel,"if a hotel has vacancies, there are rooms available.",HasProperty,6
3281,vacancy,hotel,"if a hotel has vacancies, there are rooms available.",HasProperty,2
3282,vacation,chevy,"chevy chase starred in a move called ""vacation.""",Thematic,10
3283,vacation,chevy,"chevy chase starred in a move called ""vacation.""",Thematic,9
3284,vacation,chevy,"chevy chase starred in a move called ""vacation.""",Action,4
3285,vacation,chevy,"chevy chase starred in a move called ""vacation.""",Action,5
3286,vacation,chevy,"chevy chase starred in a move called ""vacation.""",Thematic,2
3287,vacuum,noisy,a vacuum is noisy when it is working.,HasProperty,8
3288,vacuum,noisy,a vacuum is noisy when it is working.,HasProperty,6
3289,vacuum,noisy,a vacuum is noisy when it is working.,HasProperty,5
3290,vacuum,noisy,a vacuum is noisy when it is working.,HasProperty,3
3291,vampire,sharp,a vampire has two sharp teeth.,HasProperty,5
3292,vampire,sharp,a vampire has two sharp teeth.,PartOf,7
3293,vampire,sharp,a vampire has two sharp teeth.,HasProperty,6
3294,vampire,sharp,a vampire has two sharp teeth.,HasProperty,2
3295,vampire,sunlight,a vampire is afraid of being exposed to sunlight.,Thematic,8
3296,vampire,sunlight,a vampire is afraid of being exposed to sunlight.,HasProperty,5
3297,vampire,sunlight,a vampire is afraid of being exposed to sunlight.,Thematic,2
3298,vampire,sunlight,a vampire is afraid of being exposed to sunlight.,Thematic,6
3299,vegetation,food,vegetation is grown to make food for humans.,Function,10
3300,vegetation,food,vegetation is grown to make food for humans.,Function,9
3301,vegetation,food,vegetation is grown to make food for humans.,Result-In,6
3302,vegetation,food,vegetation is grown to make food for humans.,Result-In,7
3303,vegetation,food,vegetation is grown to make food for humans.,Category-Exemplar-Pairs,3
3304,vegetation,food,vegetation is grown to make food for humans.,Function,5
3305,vegetation,process,vegetation is the process of vegetating.,Result-In,5
3306,vegetation,process,vegetation is the process of vegetating.,Result-In,7
3307,vegetation,water,the process of vegetation requires supply of water.,Has-Prerequisite,6
3308,vegetation,water,the process of vegetation requires supply of water.,Has-Prerequisite,7
